id;truck;shipment_start_timestamp;shipment_end_timestamp;start_location;end_location;shipment_distance;consumed_fuel
05dacfd8-0bcc-43da-adcc-df5d56a9a7d4;f97b1295-8aa7-4003-9623-487b40b006a2;01/07/2022 15:00;01/07/2022 19:00;Ankara;Ankara;112;44.8
9f958012-4ef4-4744-90dc-30ed690df5be;72ffc687-9ce5-46e6-b9fe-1cf3c216cc37;01/07/2022 16:00;01/07/2022 20:00;Ankara;Ankara;102;31.62
edb9b927-9db0-4dd3-af16-a18f5dffbc02;39c02480-61ea-47a7-91d8-89938b7238be;01/07/2022 17:00;01/07/2022 21:00;Ankara;Ankara;56;21.84
a54b789e-0927-4c79-b9da-758ca1a70c93;0b180ef7-1b54-4d21-9d22-a018639d7aef;01/07/2022 18:00;01/07/2022 22:00;Ankara;Ankara;100;38
1b7dc157-403a-45fa-bd36-01a0cf7775be;669093da-e69b-43ca-9a7c-7ee25bcb9d3e;01/07/2022 19:00;01/07/2022 23:00;Ankara;Ankara;53;16.96
88a3e947-a1c9-4a0f-916e-891a1f1116d3;45d8febc-4315-4d15-b32a-b2c729ebd147;01/07/2022 20:00;02/07/2022 0:00;Ankara;Ankara;102;35.7
edd61b1d-c44d-4213-8203-76c4d4d076e1;45275b7c-0772-4b58-af18-7bcd725a7937;01/07/2022 21:00;02/07/2022 1:00;Ankara;Ankara;97;37.83
b56b6a33-9f89-4c54-8f4d-fdac377462e5;ed393eee-eb99-460f-8d9d-9bb24915dfb3;01/07/2022 22:00;02/07/2022 2:00;Ankara;Ankara;90;27.9
f3ae410d-42a5-45d7-be48-6691f5daec15;22216d81-2988-4ae9-9173-a1432be7e67d;01/07/2022 23:00;02/07/2022 3:00;Ankara;Ankara;97;34.92
4123465c-f79f-40c8-a468-613a09ddfcad;ba92a5f5-cd2e-49a9-9a43-796ba1f39c33;02/07/2022 0:00;02/07/2022 4:00;Ankara;Ankara;74;26.64
0c415106-fe00-42a5-acda-c5794f099559;7a78d83b-fe60-4260-8f08-07bb77b465a8;02/07/2022 1:00;02/07/2022 5:00;Ankara;Ankara;62;21.08
8c069474-a813-4d5b-98fa-a5e8f23407fb;d77e7fb8-9f03-427d-bce5-e9989306cf57;02/07/2022 2:00;02/07/2022 6:00;Ankara;Ankara;97;32.01
30261285-f2e5-470e-b369-e0df2e00b540;9317583f-e8e4-4839-9bf6-1f41dfe81828;02/07/2022 3:00;02/07/2022 7:00;Ankara;Ankara;118;46.02
82459945-b646-487b-87e5-c3cdd7f556de;7d8b7762-5a7e-45ad-9b7f-0dbcc35d4940;02/07/2022 4:00;02/07/2022 8:00;Ankara;Ankara;44;16.72
874a0d07-6566-4a09-96e4-ac0f14aca0fa;506d8a44-5812-415c-a8e9-8c559a5dea39;02/07/2022 5:00;02/07/2022 9:00;Ankara;Ankara;100;34
f8ec095e-3f87-4e41-ae84-9c4c16530706;d57b57ed-9991-44aa-a841-759421fb644a;02/07/2022 6:00;02/07/2022 10:00;Ankara;Ankara;66;25.08
814dad59-6505-4fb5-944e-29e177d4a3e2;d3cdd828-0771-4339-bce7-bcec5aeb574a;02/07/2022 7:00;02/07/2022 11:00;Ankara;Ankara;44;15.84
f96b949d-6791-4f7d-988f-647a243e4251;15587ff2-d6e9-4414-abfa-ca0459b5ecde;02/07/2022 8:00;02/07/2022 12:00;Ankara;Ankara;65;20.15
8adcb1b7-87e4-4633-adf5-6af35aa88be4;de12b5eb-590a-4517-921d-6311476ffcef;02/07/2022 9:00;02/07/2022 13:00;Ankara;Ankara;44;15.84
5e7448e0-cbc2-4639-85c6-546312926c24;90602832-7334-421b-8de9-3cccecbcfaaa;02/07/2022 10:00;02/07/2022 14:00;Ankara;Ankara;100;39
36d69cfe-542d-4dd2-af20-9d191d15ac4c;2ccff104-d909-4a19-a096-1cadd33fd791;02/07/2022 11:00;02/07/2022 15:00;Ankara;Ankara;100;33
de5e751a-cdf4-448d-b651-394468554f70;7587c65e-ed8c-499e-9891-9426749cdf0c;02/07/2022 12:00;02/07/2022 16:00;Ankara;Ankara;92;27.6
8f9c69a3-a627-43fb-91bf-d9a32364c92d;5dbd1247-344d-4050-8655-78f9acde660f;02/07/2022 13:00;02/07/2022 17:00;Ankara;Ankara;72;23.76
55a195e9-e6c1-49c6-a03c-b19ae54d9581;3c746b86-1938-40db-acaf-eb858ee3fb3c;02/07/2022 14:00;02/07/2022 18:00;Ankara;Ankara;68;21.76
f322f2cf-4df0-4bd7-b113-4775d9787fdd;16329fd7-c051-4b1c-a643-19022e8ba326;02/07/2022 15:00;02/07/2022 19:00;Ankara;Ankara;54;17.28
4adb6673-45c9-440b-8219-85616353f075;261af680-d948-4ad7-94b9-be0ad91ac8bc;02/07/2022 16:00;02/07/2022 20:00;Ankara;Ankara;71;26.27
4a6a9a3e-8fd0-4d01-b1e6-e0cd0aa744e0;e1167364-b036-4340-86f3-8721d4701d03;02/07/2022 17:00;02/07/2022 21:00;Ankara;Ankara;112;40.32
5f0da2ae-7d86-4cb3-8a91-4359159ec685;775dc596-9dee-4372-a757-6d4066ac6b49;02/07/2022 18:00;02/07/2022 22:00;Ankara;Ankara;57;18.81
ae7297a6-00cb-4c59-bc60-b33619ff21bf;b30b09c3-25e9-478c-9cad-5705c1a07047;02/07/2022 19:00;02/07/2022 23:00;Ankara;Ankara;91;28.21
c5554be0-60b8-44fc-af10-f5d24ae5d9e7;195d8461-47a5-4a13-aaf2-ebd286eae7cf;02/07/2022 20:00;03/07/2022 0:00;Ankara;Ankara;102;40.8
bcf08cf7-8e34-4a46-823c-38e2be60e89e;7632bc32-29b3-4b84-99d4-6071954a3e3f;02/07/2022 21:00;03/07/2022 1:00;Ankara;Ankara;64;21.76
51d94aef-461f-4b2e-8e59-5fe14794a6f0;2d162b62-8c25-49d2-9777-0e0de0fb811d;02/07/2022 22:00;03/07/2022 2:00;Ankara;Ankara;109;43.6
d944a65b-e583-4e77-befa-dc6236ac28a2;e65ee78f-1a66-486b-b784-53a65b147a40;02/07/2022 23:00;03/07/2022 3:00;Ankara;Ankara;94;30.08
f04c0758-5d5c-4fc6-ad25-2787067b5a89;bc4c729f-6ec3-4941-aac6-427cd465ae35;03/07/2022 0:00;03/07/2022 4:00;Ankara;Ankara;109;32.7
e23995a3-a9c6-49ab-afc1-80d912bf16f7;8765d0ad-0962-4123-964b-611341b42214;03/07/2022 1:00;03/07/2022 5:00;Ankara;Ankara;114;36.48
4a349c71-f417-4b83-808b-7d5da7987746;ffd819c8-0672-431e-b3b7-18b8bdd5ce05;03/07/2022 2:00;03/07/2022 6:00;Ankara;Ankara;111;37.74
ede2ad6d-dcc8-495b-92a5-6a02590f2e76;ae896028-e20c-4b6f-a35f-b5897374d00a;03/07/2022 3:00;03/07/2022 7:00;Ankara;Ankara;97;37.83
0115166e-2ede-4ee0-9e91-904d6a18a297;991ce69e-98c5-4aef-b27b-433907728d3d;03/07/2022 4:00;03/07/2022 8:00;Ankara;Ankara;83;31.54
a66f4d3f-6761-4b59-bb4d-85c4d5a4ecf2;d318b830-e3fe-41e8-959a-124fd2b1f515;03/07/2022 5:00;03/07/2022 9:00;Ankara;Ankara;115;43.7
e0dfc091-5054-4c63-baf7-c06824174ed0;24d815e8-fdcd-447b-820a-f1c85907a709;03/07/2022 6:00;03/07/2022 10:00;Ankara;Ankara;71;22.72
cd70da9f-4d34-416b-811d-0ad73f73be19;43180aa7-62a5-43e3-88ce-5e4a0666d414;03/07/2022 7:00;03/07/2022 11:00;Ankara;Ankara;66;24.42
c8296895-8f6f-47f3-bc8f-ede635da1c25;7d2ca5f3-005b-4c57-8aa5-ab0e579292c4;03/07/2022 8:00;03/07/2022 12:00;Ankara;Ankara;112;43.68
89945c06-373f-4a66-87df-cd459fb5de2d;f3e47b95-fadb-452e-ac0f-3356af4a09f5;03/07/2022 9:00;03/07/2022 13:00;Ankara;Ankara;87;31.32
cd20b10f-847d-4d7e-a9c1-759f8da926e7;b6a2e99f-a7f4-4a2b-9af2-89fc05182535;03/07/2022 10:00;03/07/2022 14:00;Ankara;Ankara;118;36.58
e80f349d-8500-4bc8-94f2-b2e3ffa4a723;2f0aaf86-c26c-400b-bca5-9bb4f3fd3d05;03/07/2022 11:00;03/07/2022 15:00;Ankara;Ankara;87;30.45
0e0a2cad-0681-48d6-818b-3214159f3f26;036a8ded-10f4-4995-8143-1ef4296233f4;03/07/2022 12:00;03/07/2022 16:00;Ankara;Ankara;58;19.72
51636d98-6a0c-41af-b6ba-b1975f39f1a9;9b598f94-c006-44b2-99ef-42057d4649c8;03/07/2022 13:00;03/07/2022 17:00;Ankara;Ankara;71;21.3
6404a1da-7a8c-44c1-addf-a10062111b8e;1da4ae6b-c6cd-4d36-acc0-d0228c146bf7;03/07/2022 14:00;03/07/2022 18:00;Ankara;Ankara;49;16.66
91362c6f-0336-4061-976f-602b2a044025;d7318cae-3b52-485b-b0cc-7fff3b558888;03/07/2022 15:00;03/07/2022 19:00;Ankara;Ankara;77;26.18
d1a2685f-ae43-4ebb-99e1-3d50cd5ab7b1;29a84101-1bd0-492f-b5a0-6c4cb55c7f37;03/07/2022 16:00;03/07/2022 20:00;Ankara;Ankara;70;24.5
c20262aa-eccb-45a4-aad8-785155b24fc8;f2be332a-dddc-417b-841c-367efe179110;03/07/2022 17:00;03/07/2022 21:00;Ankara;Ankara;115;44.85
a30731b4-7b1f-4e13-ba60-931cf85c443a;dbff2621-e97c-42b5-bc4b-48b6ca4e6d5d;03/07/2022 18:00;03/07/2022 22:00;Ankara;Ankara;98;33.32
b036c042-c5df-4e99-8461-8f1e7c89d1b0;a636c135-ad8d-4b5d-b358-facd99e5edc0;03/07/2022 19:00;03/07/2022 23:00;Ankara;Ankara;100;40
38d31b4d-4e5b-45a1-bacc-a20f1d4f0d1d;62db940b-45f8-485e-a5fd-56c14d1e97a8;03/07/2022 20:00;04/07/2022 0:00;Ankara;Ankara;117;35.1
ade5a26d-443c-4845-9da6-567fff2b47ed;df182d21-6ab3-4cac-a366-8fb783b8f7b3;03/07/2022 21:00;04/07/2022 1:00;Ankara;Ankara;80;24
9529437d-1b73-42b2-9e83-cad42d6189ba;c9b76069-a624-40f0-8d80-ab7ad43e7337;03/07/2022 22:00;04/07/2022 2:00;Ankara;Ankara;113;40.68
143193f8-d88c-4fe4-acca-a278b150a65c;d150034b-90f1-4bf7-b645-e88e77392ce1;03/07/2022 23:00;04/07/2022 3:00;Ankara;Ankara;70;26.6
580ee6cc-b52b-45b1-9197-957b94b4ece6;71473d02-9362-4b35-b5c6-9e16c2c26249;04/07/2022 0:00;04/07/2022 4:00;Ankara;Ankara;62;23.56
dd9f8577-da6c-418b-a258-8b1f2bb76db9;afac8f91-5f39-4e1e-8388-5b6e325bec97;04/07/2022 1:00;04/07/2022 5:00;Ankara;Ankara;95;34.2
ead9e806-6425-49b6-808e-f0a26966cae5;ecdb1478-8c53-44f1-9b79-bdba6aaf7ff6;04/07/2022 2:00;04/07/2022 6:00;Ankara;Ankara;105;37.8
06a84602-319e-4f7d-815a-13aa8ace5a53;4245047b-595c-47ee-bd38-14131da08d1e;04/07/2022 3:00;04/07/2022 7:00;Ankara;Ankara;84;31.08
eb58178f-7b11-4c36-bda1-08f6897b3e9c;36a44580-99fa-4567-a099-23c212039bac;04/07/2022 4:00;04/07/2022 8:00;Ankara;Ankara;41;13.53
4e85986e-8acd-430c-a896-627638e3bf1c;4709cdb4-eb63-4b6b-b94a-1fcfbb017a59;04/07/2022 5:00;04/07/2022 9:00;Ankara;Ankara;40;14.8
d54b7e8b-c7f4-428a-8ce7-70c097706f70;f13c956f-1b32-48ed-a56c-7d017148adaf;04/07/2022 6:00;04/07/2022 10:00;Ankara;Ankara;44;17.6
dc902bf9-2048-4947-b251-28dd1737d341;b25a0229-d9c7-4bde-81b9-7db381dfebc0;04/07/2022 7:00;04/07/2022 11:00;Ankara;Ankara;115;43.7
4afa7b00-ccbe-4713-8f66-47a8cf8a6db9;101dac37-70a3-4c51-a4b5-6b9a075efebd;04/07/2022 8:00;04/07/2022 12:00;Ankara;Ankara;103;37.08
d4340323-01b4-4bd4-8538-55382bd41eea;b6288257-0879-4f2b-b9ad-f5ab582002a8;04/07/2022 9:00;04/07/2022 13:00;Ankara;Ankara;72;28.8
68132849-4393-47a3-bd02-32fcbb9a9c74;5383198b-30fb-4d3a-a901-e2f120cf5ad0;04/07/2022 10:00;04/07/2022 14:00;Ankara;Ankara;48;15.84
fb3f1447-7cb7-4004-8a6c-6f713861690f;694edc9f-7cb9-490b-825e-ae406c0fb652;04/07/2022 11:00;04/07/2022 15:00;Ankara;Ankara;114;44.46
9614c2f1-6186-4b74-b864-966501a8b508;4f77dcc9-d1d5-4b5b-84f4-afe34cdfb99d;04/07/2022 12:00;04/07/2022 16:00;Ankara;Ankara;116;39.44
f4f14afc-1467-4957-86f6-c138adf44601;05d931c0-b2fd-43dc-9b9d-e246854fd8e7;04/07/2022 13:00;04/07/2022 17:00;Ankara;Ankara;58;19.72
6738161a-0ee1-4266-976b-b5b78ad48484;4fde150d-5c59-4253-a32f-5dc51dd5069e;04/07/2022 14:00;04/07/2022 18:00;Ankara;Ankara;68;25.84
4fc01680-6882-4f28-a281-d4a74c92bd93;a6bc7fcd-869e-47b4-9fd2-fb30615fe421;04/07/2022 15:00;04/07/2022 19:00;Ankara;Ankara;71;23.43
a8a1befc-9c28-40e0-8f9c-3c42e1cc2207;67cd33d4-a114-4a0c-a14d-aae0fc53454f;04/07/2022 16:00;04/07/2022 20:00;Ankara;Ankara;79;23.7
dc9b1ef6-30c5-4c69-998c-7bd88899807d;bb6220bf-f473-403a-b2a9-df9ae546facd;04/07/2022 17:00;04/07/2022 21:00;Ankara;Ankara;84;31.08
e8f888fa-9a85-4a20-93c7-45aa2f0c0b22;7ba7f987-61e8-4ebb-9b78-e4c3b058208f;04/07/2022 18:00;04/07/2022 22:00;Ankara;Ankara;87;33.93
8323dd93-255d-41bc-aaac-e62d46f0e544;cf824034-2b31-45a1-9409-4b979bf7c776;04/07/2022 19:00;04/07/2022 23:00;Ankara;Ankara;45;18
1e4b8287-dfc1-4202-9c15-bdcf5e37c346;ad1b7a95-eec5-4b8c-b93b-4476455ebbe5;04/07/2022 20:00;05/07/2022 0:00;Ankara;Ankara;80;30.4
bd4a2a02-f824-4c5b-9f5b-3d77f096d7d8;8ea9f645-cc39-4f41-9dd0-96483d770120;04/07/2022 21:00;05/07/2022 1:00;Ankara;Ankara;48;18.72
a36a313e-4066-438f-8d5c-47afa363f7da;db7f2381-59df-401e-b7b5-e2264c6dec2a;04/07/2022 22:00;05/07/2022 2:00;Ankara;Ankara;90;28.8
9767c888-846c-44c2-84a4-b642a2e1e9d5;5e4166c4-6aa7-4eaa-a5d0-548283cdc7c4;04/07/2022 23:00;05/07/2022 3:00;Ankara;Ankara;52;18.72
fa19b064-3848-46e9-a28b-8254a0831805;94416f04-c3b4-4d9c-8cac-65f7dba8ff78;05/07/2022 0:00;05/07/2022 4:00;Ankara;Ankara;104;32.24
7c462f44-c860-4af1-894d-2ec43025403f;e3f53b6e-5388-41ae-8e12-f3e3cdbc3e21;05/07/2022 1:00;05/07/2022 5:00;Ankara;Ankara;93;37.2
37924b22-7899-4b7c-a50b-f867550635e1;1a41649c-896f-4b9d-b1a8-00d55adc0d97;05/07/2022 2:00;05/07/2022 6:00;Ankara;Ankara;88;31.68
19b6fea3-2c02-4af4-969d-1c0483682055;240dc402-2f51-4530-9c8b-325196d27798;05/07/2022 3:00;05/07/2022 7:00;Ankara;Ankara;71;25.56
5b207859-e78e-4122-858b-04583887eb19;15d95b10-e843-48f6-817a-7778cc6da0ac;05/07/2022 4:00;05/07/2022 8:00;Ankara;Ankara;41;12.3
9876d8fb-6314-48bc-85dc-33e9188ba1ed;66fe3f93-1949-4814-8c62-ec34658b4886;05/07/2022 5:00;05/07/2022 9:00;Ankara;Ankara;59;21.24
5556c577-fd5c-46a9-94f1-30edeec3cfe6;b76b1fc8-26a2-4108-996d-016df46dabcb;05/07/2022 6:00;05/07/2022 10:00;Ankara;Ankara;96;28.8
f5089dda-7d0a-4a5b-aa27-7fafc5525bae;06d427e9-80e6-45fb-886c-7fe391188402;05/07/2022 7:00;05/07/2022 11:00;Ankara;Ankara;106;39.22
19412840-08a6-4413-86a6-6ae6e39fc14a;30ff4f81-b25b-4556-bd24-6c72ee65994c;05/07/2022 8:00;05/07/2022 12:00;Ankara;Ankara;108;42.12
d7760cd5-2c8a-4d8e-b066-2a9c5e359c69;b260821b-2116-4904-be6b-93061f9aed31;05/07/2022 9:00;05/07/2022 13:00;Ankara;Ankara;86;27.52
912552f3-749b-4dea-9f21-54b0f80411c1;e119f673-a21a-4943-b8f9-7422a0cff489;05/07/2022 10:00;05/07/2022 14:00;Ankara;Ankara;68;24.48
fd7b7ac3-e662-4f54-b32e-006ceb72009e;b780e3a3-588d-4091-bd6a-d4e65c2a1e49;05/07/2022 11:00;05/07/2022 15:00;Ankara;Ankara;117;43.29
b2fcadfb-f532-4791-a1d6-4ab106fe1f81;f7538d63-2cce-479b-9cff-934493455605;05/07/2022 12:00;05/07/2022 16:00;Ankara;Ankara;84;26.04
702471ef-b2a5-4e83-9d1f-18d0b91b6c82;fd3649fa-9d4a-41bb-9437-ff239762ca70;05/07/2022 13:00;05/07/2022 17:00;Ankara;Ankara;116;40.6
bad18cb2-aac9-4ca6-8579-ca1d09355178;22be816c-f3fc-44f4-a06b-ca24de8be268;05/07/2022 14:00;05/07/2022 18:00;Ankara;Ankara;91;27.3
2c3a139b-2278-453b-a24b-a86871e47208;2256912a-7623-4894-af87-585af8f1fb7c;05/07/2022 15:00;05/07/2022 19:00;Ankara;Ankara;56;17.92
62015b1e-d7af-43ca-9a81-cbe119ad5dc5;866d4dad-e044-4f8f-84cf-ae1f06f55ddd;05/07/2022 16:00;05/07/2022 20:00;Ankara;Ankara;90;28.8
48dc83fb-d5e5-4b40-a61e-1d2a33c8ebf9;76a9b27b-64fd-490b-9c12-bb29ddfe9f9b;05/07/2022 17:00;05/07/2022 21:00;Ankara;Ankara;77;30.03
0d7d3ae9-b9e6-436c-a44e-455fbc9e37b1;8779c581-a08f-4203-b52d-243d22c94d33;05/07/2022 18:00;05/07/2022 22:00;Ankara;Ankara;72;28.8
5f6d9709-c38f-40b8-bf71-ab1bdb0b24e5;dbbd016a-a885-4a0d-b6b2-46fb3c86f0bb;05/07/2022 19:00;05/07/2022 23:00;Ankara;Ankara;63;20.16
9d75cea8-ca65-4b0f-acf1-1332e1247412;043737ac-9788-4b9b-9370-f91ae4087012;05/07/2022 20:00;06/07/2022 0:00;Ankara;Ankara;97;35.89
d2a5936d-4836-4668-b13c-3c6511c84ee9;94c935e5-1a94-40b9-92c3-129fe65ebc07;05/07/2022 21:00;06/07/2022 1:00;Ankara;Ankara;97;34.92
f5aeb290-07cb-4128-9809-799e6b9512ff;c5128507-2545-48ae-b507-9f2a1acde8a6;05/07/2022 22:00;06/07/2022 2:00;Ankara;Ankara;92;35.88
68ba5b2e-e8f0-4e93-a735-021f7baab438;75fdf94c-d2fd-4b98-921f-fef140af4298;05/07/2022 23:00;06/07/2022 3:00;Ankara;Ankara;72;27.36
3ef49c26-19bd-443a-9b3f-844734812197;697b7c40-b676-4e32-ac89-642e2206eb1f;06/07/2022 0:00;06/07/2022 4:00;Ankara;Ankara;94;34.78
eb12a0c4-9609-4874-af95-5730aa40ac64;f8142ac4-f459-4c40-937c-5ea6afac8626;06/07/2022 1:00;06/07/2022 5:00;Ankara;Ankara;78;24.18
27d15048-c2e8-49af-a753-767d51091180;64c1f113-adc1-4d07-8cfa-718f18401ef8;06/07/2022 2:00;06/07/2022 6:00;Ankara;Ankara;55;19.25
f84a1e57-20ee-48b2-a6ae-5d0d48de3635;1e211d8e-df06-4e82-ac00-42c94090c2fc;06/07/2022 3:00;06/07/2022 7:00;Ankara;Ankara;83;32.37
3200331d-f10b-4702-b94d-25ca46727e4a;83ba688d-a8f8-4d81-9ce5-5a7b70453159;06/07/2022 4:00;06/07/2022 8:00;Ankara;Ankara;44;15.84
85ab4cae-a0e0-4c77-b346-0cd2dfb1bf0c;3677b55f-a2ba-4b80-969b-61736cd136ff;06/07/2022 5:00;06/07/2022 9:00;Ankara;Ankara;111;38.85
d82672a9-9f6b-4c88-a05e-09f636d607e3;0ff002ca-2778-425a-859f-7f85ac1591ff;06/07/2022 6:00;06/07/2022 10:00;Ankara;Ankara;120;39.6
54d2537f-0c85-4c6d-8e04-cb49a84b1f88;060951fa-ff07-4748-a358-db110079c42a;06/07/2022 7:00;06/07/2022 11:00;Ankara;Ankara;44;13.2
cc91fda4-0784-468d-97e5-3916fd73dd74;8e23c046-cc35-448d-a1a3-ab1a2e02b3c1;06/07/2022 8:00;06/07/2022 12:00;Ankara;Ankara;95;38
8191cfc5-a3b0-46d9-abc6-e766f41356bf;5937b57a-2c41-4d2a-ae39-319af496b949;06/07/2022 9:00;06/07/2022 13:00;Ankara;Ankara;47;17.86
a84d8da4-71cf-42ed-94a7-d9d94dbfada1;82c3bb66-5dc8-42d7-b29b-77ac1e2639ec;06/07/2022 10:00;06/07/2022 14:00;Ankara;Ankara;87;33.93
e249eecc-d9a6-4c93-9d54-3813713b11a8;53166e1d-f07a-4b88-aa6a-4afadd4a594f;06/07/2022 11:00;06/07/2022 15:00;Ankara;Ankara;106;36.04
5dc1981e-2807-4e72-b556-73d0750be1b5;25ad49b1-53b7-45a9-b9d1-66618be92347;06/07/2022 12:00;06/07/2022 16:00;Ankara;Ankara;67;25.46
0a3b122f-1e6b-469f-863c-d02b41348005;fe606c75-73bd-46cb-830b-782bc14e3be4;06/07/2022 13:00;06/07/2022 17:00;Ankara;Ankara;48;14.4
9fa701b4-caf8-4f13-b15f-33d4ac8df11d;4192af4b-a497-4d47-8c91-36930f3d5ed2;06/07/2022 14:00;06/07/2022 18:00;Ankara;Ankara;76;28.12
cc401a10-6356-4efa-8f25-b622d568bd86;3d70b570-90e8-4fbb-8b84-70d4590e93c4;06/07/2022 15:00;06/07/2022 19:00;Ankara;Ankara;91;28.21
31e1cd61-50c1-4d05-b477-23a4774c4d1b;b9c8952f-2b8c-4014-8e00-4255ca182af3;06/07/2022 16:00;06/07/2022 20:00;Ankara;Ankara;71;24.14
c9ae6e13-04b5-474a-b002-d7969d445f1b;d73413a3-a41b-4347-a942-44b817278704;06/07/2022 17:00;06/07/2022 21:00;Ankara;Ankara;117;38.61
14f8c79c-664a-46bd-acc9-cc33fb805ecc;d40958cb-7900-43b5-9d06-a61246c3c662;06/07/2022 18:00;06/07/2022 22:00;Ankara;Ankara;44;14.08
c9da9cd0-111f-4339-8486-088f2179ebc2;4fa4deb7-cc92-4790-b2c0-28b1b86967ef;06/07/2022 19:00;06/07/2022 23:00;Ankara;Ankara;105;32.55
45bf6c24-f7b1-4fb0-8a8d-5746c6fcb434;718cc04c-2dc7-4875-bdc6-8d2d169027b7;06/07/2022 20:00;07/07/2022 0:00;Ankara;Ankara;58;18.56
8e4b5a59-86ae-4ef1-a21c-372215b53bb1;9da56691-761d-465b-a43f-cd452c3c366b;06/07/2022 21:00;07/07/2022 1:00;Ankara;Ankara;99;38.61
a6dc0e04-2d59-440b-b99c-3de4b9045921;8960ef09-0d86-4f9a-9d5d-4981be35d0dd;06/07/2022 22:00;07/07/2022 2:00;Ankara;Ankara;74;28.12
eeb98553-c8bf-4f57-83a1-837004eb8535;f877f649-0b19-4369-ab34-2fa654805688;06/07/2022 23:00;07/07/2022 3:00;Ankara;Ankara;42;12.6
11677782-46ff-4ab3-940c-3a55a035e14c;52300555-59bb-4a50-be1c-8d22632ae310;07/07/2022 0:00;07/07/2022 4:00;Ankara;Ankara;62;19.22
90de28ee-3247-42b8-b1e6-ba571ea0bdb4;04840992-4bfa-47e7-970f-a7d6c4f7ce04;07/07/2022 1:00;07/07/2022 5:00;Ankara;Ankara;83;30.71
03c42116-fd76-4c48-b03b-3614bb00db82;9f91182f-fc53-4b88-9da6-728f0b106601;07/07/2022 2:00;07/07/2022 6:00;Ankara;Ankara;99;36.63
00630761-d1c2-4501-8ad4-00479ba98aac;dfd9afb5-e5ee-4260-9127-95c5864dd216;07/07/2022 3:00;07/07/2022 7:00;Ankara;Ankara;96;37.44
6125519c-4732-4acf-ae78-6082bb32dff8;5cd71122-d1b9-4ae9-9154-ce832b10b46e;07/07/2022 4:00;07/07/2022 8:00;Ankara;Ankara;86;27.52
96535a83-03d6-4b58-ac10-a35942eab946;49c49ca2-40d2-4868-85b3-64abd2706807;07/07/2022 5:00;07/07/2022 9:00;Ankara;Ankara;72;25.2
ab2237ad-ef06-4316-8bcf-328b19a9ae63;a47c3a31-eb5e-43d2-aad5-e52930ac3b2a;07/07/2022 6:00;07/07/2022 10:00;Ankara;Ankara;68;23.8
0e386bc4-4ae6-480a-82f5-80225d011ac8;8925c3b4-2e68-4b41-a432-1f9e27024d6d;07/07/2022 7:00;07/07/2022 11:00;Ankara;Ankara;70;24.5
